ID	parentID	basionymID	status	rank	scientificName	authorship	nameStatus	nameReferenceID	namePublishedInYear	namePublishedInPage	namePublishedInPageLink	referenceID	scrutinizer	scrutinizerDate	extinct	temporalRangeStart	temporalRangeEnd	remarks
ZOBO00032123	x3W		accepted	species	Alastor simillimus	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125183	x3W		accepted	species	Alastor slevini	Bohart		ZOBO00033346					Gusenleitner J.	2011-11	f			
ZOBO00032124	x3W		accepted	species	Alastor specularis	E.Saunders, 1905		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032125	x3W		accepted	species	Alastor stevensoni	Schulthess, 1925		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00149763	x3W		accepted	species	Alastor stroudiaformis	Gusenleitner, 2006		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032126	x3W		accepted	species	Alastor submissus	Giordani Soika, 1983		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032128	x3W		accepted	species	Alastor sulcifer	Giordani Soika, 1934		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032130	x3W		accepted	species	Alastor turneri	Schulthess, 1925		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125164	x48		accepted	species	Alastorynerus ludendorffi	(Dusmet)		ZOBO00125163					Gusenleitner J.	2011-11	f			
ZOBO00125163	x48		accepted	species	Alastorynerus microdynerus	(Dalla Torre)		ZOBO00125163					Gusenleitner J.	2011-11	f			
ZOBO00032181	x9G		accepted	species	Alphamenes semiplanus	Giordani Soika, 1978							Gusenleitner J.	2011-11	f			
ZOBO00032182	x9G		accepted	species	Alphamenes usitatus	(Fox, 1899)							Gusenleitner J.	2011-11	f			
1157	ZOBO00034197		synonym	species	Alstor kuehlhorni	Giordani Soika, 1958									f			
1703	ZOBO00035036		synonym	species	Ancistocerus nigrohirsutus	Cameron, 1908									f			
x4S	xJ		accepted	genus	Ancistroceroides										f			
ZOBO00149526	x4S		provisionally accepted	species	Ancistroceroides acuminatus	(Brèthes, 1903)							Gusenleitner J.	2011-11	f			
ZOBO00065359	x4S		provisionally accepted	species	Ancistroceroides acuminatus	(Brethes)							Gusenleitner J.	2011-11	f			
ZOBO00032183	x4S		accepted	species	Ancistroceroides alasteroides	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
ZOBO00125165	x48		accepted	species	Alastorynerus perezi	(Berl.)		ZOBO00125163					Gusenleitner J.	2011-11	f			
ZOBO00032136	xAJ		accepted	species	Allepipona emortualis	(de Saussure, 1853)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00031760	xAJ		accepted	species	Allepipona erythrospila	(Cameron, 1905)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153600	ZOBO00031760		accepted	subspecies	Allepipona erythrospila erythrospila	(Cameron, 1905)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032137	ZOBO00031760		accepted	subspecies	Allepipona erythrospila lesothensis	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153604	xAJ		provisionally accepted	species	Allepipona erythrura	Giordani Soika, 1985		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032138	xAJ		provisionally accepted	species	Allepipona erythrura	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032139	xAJ		accepted	species	Allepipona perspicax	Giordani Soika, 1987		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153605	xAJ		accepted	species	Allepipona schultzeana	(Schulthess, 1914)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00037467	xAJ		accepted	species	Allepipona similis	Gusenleitner, 2000		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00037417	xAJ		accepted	species	Allepipona splendida	Gusenleitner, 1997		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00018092	xBE		accepted	species	Allodynerus delphinalis	Gir., 1866		ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00032144	xBE		accepted	species	Allodynerus dignotus	Morawitz, 1895		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00032145	ZOBO00032144		accepted	subspecies	Allodynerus dignotus ankarensis	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00010040	xBE		accepted	species	Allodynerus floricola	(de Saussure, 1852)		ZOBO00010020					Gusenleitner J.	2011-11	f			
ZOBO00032146	xBE		accepted	species	Allodynerus floricola-inaequalis	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
ZOBO00032148	xBE		accepted	species	Allodynerus laticlypeus	Giordani Soika, 1972		ZOBO00032148					Gusenleitner J.	2011-11	f			
ZOBO00032149	xBE		accepted	species	Allodynerus mandschuricus	Blüthgen, 1953		ZOBO00032149					Gusenleitner J.	2011-11	f			
ZOBO00153608	xBE		accepted	species	Allodynerus pervigilans	(Giordani Soika, 1944)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00018093	xBE		accepted	species	Allodynerus rossii	(Lepeletier, 1841)		ZOBO00010020					Gusenleitner J.	2011-11	f			
ZOBO00032153	xBE		accepted	species	Allodynerus vinciguerrae	(Guiglia, 1929)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032154	ZOBO00032153		accepted	subspecies	Allodynerus vinciguerrae pallidulus	Giordani Soika, 1970		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125464	xQ		accepted	species	Ancistrocerus acanthopus	Cameron		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032195	xQ		accepted	species	Ancistrocerus adenensis	Giordani Soika, 1952		ZOBO00031812					Gusenleitner J.	2011-11	f			
ZOBO00125410	xQ		accepted	species	Ancistrocerus agilis	Smith		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00125747	ZOBO00125410		accepted	subspecies	Ancistrocerus agilis novaeguineae	Giordani Soika		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032199	xQ		accepted	species	Ancistrocerus andreinii	Giordani Soika, 1939		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125402	xQ		accepted	species	Ancistrocerus androcles	(Meade-Waldo)		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00018096	xQ		accepted	species	Ancistrocerus antilope	(Panzer, 1789)		ZOBO00010020					Gusenleitner J.	2011-11	f			
ZOBO00125399	xQ		accepted	species	Ancistrocerus assamensis	(Meade-Waldo)		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032205	xQ		accepted	species	Ancistrocerus atlanticus	(Kirby, 1884)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00153610	ZOBO00032205		accepted	subspecies	Ancistrocerus atlanticus atlanticus	(Kirby, 1884)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032206	ZOBO00032205		accepted	subspecies	Ancistrocerus atlanticus atrurus	Giordani Soika, 1941		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032207	ZOBO00032205		accepted	subspecies	Ancistrocerus atlanticus lindbergi	Giordani Soika, 1966		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032208	ZOBO00032205		accepted	subspecies	Ancistrocerus atlanticus luciae	Giordani Soika, 1966		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032209	ZOBO00032205		accepted	subspecies	Ancistrocerus atlanticus pseudatlanticus	Giordani Soika, 1966		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00010047	xQ		accepted	species	Ancistrocerus auctus	Fabricius, 1793		ZOBO00010007					Gusenleitner J.	2011-11	f			
ZOBO00125411	xQ		accepted	species	Ancistrocerus baluchistanensis	(Cameron)		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032200	ZOBO00018096		accepted	subspecies	Ancistrocerus antilope allegrus	Bequard, 1943							Gusenleitner J.	2011-11	f			
ZOBO00032201	ZOBO00018096		accepted	subspecies	Ancistrocerus antilope navajo	Bequard, 1925							Gusenleitner J.	2011-11	f			
ZOBO00032202	ZOBO00018096		accepted	subspecies	Ancistrocerus antilope spenceri	Bequard, 1943							Gusenleitner J.	2011-11	f			
ZOBO00032203	xQ		accepted	species	Ancistrocerus antoni	(Cameron, 1900)							Gusenleitner J.	2011-11	f			
ZOBO00037105	xQ		accepted	species	Ancistrocerus arcanus	Giordani Soika, 1993							Gusenleitner J.	2011-11	f			
1613	ZOBO00153455		synonym	species	Ancistrocerus argelus	Cameron, 1905									f			
ZOBO00032204	xQ		accepted	species	Ancistrocerus aristae	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
106	ZOBO00032281		synonym	species	Ancistrocerus atroalbus	Giordani Soika, 1960									f			
ZOBO00017516	ZOBO00010047		accepted	subspecies	Ancistrocerus auctus renimacula	Lepeletier							Gusenleitner J.	2011-11	f			
ZOBO00032210	xQ		accepted	species	Ancistrocerus aureovillosus	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00064975	xQ		accepted	species	Ancistrocerus behrensi	Tucker, 1910							Gusenleitner J.	2011-11	f			
962	ZOBO00032263		synonym	species	Ancistrocerus bilaminatus	Vecht, 1937									f			
81	ZOBO00032212		synonym	species	Ancistrocerus biphalaratus	(de Saussure, 1852)									f			
ZOBO00032213	ZOBO00032212		accepted	subspecies	Ancistrocerus biphaleratus palaestinicus	Giordani Soika, 1952							Gusenleitner J.	2011-11	f			
ZOBO00032214	ZOBO00032212		accepted	subspecies	Ancistrocerus biphaleratus triphaleratus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00032215	ZOBO00032212		accepted	subspecies	Ancistrocerus biphaleratus tripolitanus	(Schulthess, 1923)							Gusenleitner J.	2011-11	f			
ZOBO00032216	xQ		accepted	species	Ancistrocerus birenimaculatus	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
80	ZOBO00010047		synonym	species	Ancistrocerus bistrigata	Blüthgen, 1938									f			
ZOBO00149555	xQ		accepted	species	Ancistrocerus bolivianus	(Brèthes, 1920)							Gusenleitner J.	2011-11	f			
ZOBO00039784	xQ		accepted	species	Ancistrocerus boreanus	Giordani Soika							Gusenleitner J.	2011-11	f			
ZOBO00037334	xQ		accepted	species	Ancistrocerus borneanus	Giordani Soika, 1996							Gusenleitner J.	2011-11	f			
82	ZOBO00037334		synonym	species	Ancistrocerus borneomontanus	Gusenleitner, 1997									f			
ZOBO00032217	xQ		accepted	species	Ancistrocerus bustamente	(de Saussure, 1857)							Gusenleitner J.	2011-11	f			
ZOBO00032211	xQ		accepted	species	Ancistrocerus beieri	Giordani Soika, 1960		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125463	xQ		accepted	species	Ancistrocerus belizensis	Cameron		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032212	xQ		accepted	species	Ancistrocerus biphaleratus	(de Saussure, 1852)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125274	xQ		accepted	species	Ancistrocerus budongo	(Meade-Waldo)		ZOBO00125131					Gusenleitner J.	2011-11	f			
ZOBO00125131	xQ		accepted	species	Ancistrocerus burensis	Giordani Soika		ZOBO00125131					Gusenleitner J.	2011-11	f			
ZOBO00125413	xQ		accepted	species	Ancistrocerus camicrus	(Cameron)		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032220	xQ		accepted	species	Ancistrocerus capensis	(de Saussure, 1855)		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00125401	xQ		accepted	species	Ancistrocerus carinicollis	(Cameron)		ZOBO00032124					Gusenleitner J.	2011-11	f			
ZOBO00032224	xQ		accepted	species	Ancistrocerus cervus	Giordani Soika, 1974		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032226	ZOBO00010046		accepted	subspecies	Ancistrocerus claripennis ponticus	Giordani Soika, 1970		ZOBO00010025					Gusenleitner J.	2011-11	f			
105	ZOBO00032276		synonym	species	Ancistrocerus densepilosellus	Cameron, 1911									f			
489	ZOBO00032663		synonym	species	Ancistrocerus dolorans	Giordani Soika, 1935									f			
ZOBO00037097	xQ		accepted	species	Ancistrocerus dolosus	Gusenleitner, 1993							Gusenleitner J.	2011-11	f			
63	ZOBO00065366		synonym	species	Ancistrocerus domingensis	Bequard & Salt, 1931									f			
813	ZOBO00033291		synonym	species	Ancistrocerus egidae	Giordani Soika, 1936									f			
ZOBO00032232	xQ		accepted	species	Ancistrocerus epicus	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
117	ZOBO00010050		synonym	species	Ancistrocerus excisa	Faester, 1961									f			
ZOBO00032235	xQ		accepted	species	Ancistrocerus ferghanicus	Blüthgen, 1955							Gusenleitner J.	2011-11	f			
102	ZOBO00032261		synonym	species	Ancistrocerus flaviventris	Giordani Soika, 1986									f			
ZOBO00035800	xQ		accepted	species	Ancistrocerus flavomarginatus	(Brethes, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00032239	xQ		accepted	species	Ancistrocerus fortunatus	Blüthgen, 1954							Gusenleitner J.	2011-11	f			
1199	ZOBO00034456		synonym	species	Ancistrocerus foxeanus	Cameron, 1906									f			
ZOBO00032240	xQ		accepted	species	Ancistrocerus frigidus	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
92	ZOBO00032230		synonym	species	Ancistrocerus fulvicarpus	Cameron, 1908									f			
88	ZOBO00032221		synonym	species	Ancistrocerus gunnisonensis	Cameron, 1906									f			
ZOBO00032242	xQ		accepted	species	Ancistrocerus haematodes	(Brullé, 1840)							Gusenleitner J.	2011-11	f			
ZOBO00032243	ZOBO00032242		accepted	subspecies	Ancistrocerus haematodes antelucanus	Giordani Soika, 1974							Gusenleitner J.	2011-11	f			
ZOBO00032244	ZOBO00032242		accepted	subspecies	Ancistrocerus haematodes rubropictus	(de Saussure, 1853)							Gusenleitner J.	2011-11	f			
ZOBO00032245	xQ		accepted	species	Ancistrocerus handschini	(Schulthess, 1935)							Gusenleitner J.	2011-11	f			
ZOBO00032246	xQ		accepted	species	Ancistrocerus hangaicus	Kurzenko, 1977							Gusenleitner J.	2011-11	f			
ZOBO00063995	xQ		accepted	species	Ancistrocerus heirinus	Sonan, 1939							Gusenleitner J.	2011-11	f			
ZOBO00032247	xQ		accepted	species	Ancistrocerus hirsutus	(Meade-Waldo, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00032248	ZOBO00032247		accepted	subspecies	Ancistrocerus hirsutus khambensis	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00032249	ZOBO00032247		accepted	subspecies	Ancistrocerus hirsutus supiensis	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
ZOBO00032250	ZOBO00032247		accepted	subspecies	Ancistrocerus hirsutus tikiensis	Giordani Soika, 1977							Gusenleitner J.	2011-11	f			
1185	ZOBO00034398		synonym	species	Ancistrocerus horni	Sonan, 1938									f			
98	ZOBO00032247		synonym	species	Ancistrocerus hypodynericolor	Giordani Soika, 1966									f			
815	ZOBO00033294		synonym	species	Ancistrocerus inconstans	(de Saussure, 1863)									f			
ZOBO00153617	xQ		accepted	species	Ancistrocerus contrarius	Giordani Soika, 1956		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032228	ZOBO00153617		accepted	subspecies	Ancistrocerus contrarius alboquadrimaculatus	Giordani Soika, 1966		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032227	ZOBO00153617		accepted	subspecies	Ancistrocerus contrarius contrarius	Giordani Soika, 1966		ZOBO00031760					Gusenleitner J.	2011-11	f			
ZOBO00032256	xQ		accepted	species	Ancistrocerus kazbekianus	Kostylev, 1940							Gusenleitner J.	2011-11	f			
ZOBO00032259	xQ		accepted	species	Ancistrocerus kerneri	(Dalla Torre, 1904)							Gusenleitner J.	2011-11	f			
1367	ZOBO00034827		synonym	species	Ancistrocerus kisangani	Bequaert, 1918									f			
ZOBO00032261	xQ		accepted	species	Ancistrocerus kitcheneri	(Dusmet, 1917)							Gusenleitner J.	2011-11	f			
1210	ZOBO00034472		synonym	species	Ancistrocerus kuraruensis	Sonan, 1939									f			
77	ZOBO00018096		synonym	species	Ancistrocerus lecontei	Cameron, 1908									f			
1209	ZOBO00034469		synonym	species	Ancistrocerus leensis	Cameron, 1908									f			
128	ZOBO00037086		synonym	species	Ancistrocerus liliae	Giordani Soika, 1952									f			
ZOBO00032267	xQ		accepted	species	Ancistrocerus lineativentris	Cameron, 1906							Gusenleitner J.	2011-11	f			
ZOBO00032268	ZOBO00032267		accepted	subspecies	Ancistrocerus lineativentris kamloopsensis	Bequard, 1943							Gusenleitner J.	2011-11	f			
ZOBO00037183	ZOBO00032267		accepted	subspecies	Ancistrocerus lineativentris sinopis	Bohart, 1974							Gusenleitner J.	2011-11	f			
ZOBO00032269	ZOBO00031710		accepted	subspecies	Ancistrocerus longispinosus gazelloides	Giuglia, 1945							Gusenleitner J.	2011-11	f			
ZOBO00063120	xQ		accepted	species	Ancistrocerus lucasius	Maindron, 1882							Gusenleitner J.	2011-11	f			
ZOBO00037184	xQ		accepted	species	Ancistrocerus lutonidus	Bohart, 1974							Gusenleitner J.	2011-11	f			
ZOBO00032274	xQ		accepted	species	Ancistrocerus madaera	(de Saussure, 1853)							Gusenleitner J.	2011-11	f			
ZOBO00064247	xQ		accepted	species	Ancistrocerus managuaensis	Cameron, 1906							Gusenleitner J.	2011-11	f			
107	ZOBO00032283		synonym	species	Ancistrocerus marginaticollis	Giordani Soika, 1939									f			
ZOBO00032275	xQ		accepted	species	Ancistrocerus maroccanus	Gusenleitner, 1977							Gusenleitner J.	2011-11	f			
103	ZOBO00031710		synonym	species	Ancistrocerus mediterraneus	Blüthgen, 1952									f			
1713	ZOBO00035069		synonym	species	Ancistrocerus megaspilus	(Cameron, 1907)									f			
ZOBO00032276	xQ		accepted	species	Ancistrocerus melanocerus	(Dalla Torre, 1894)							Gusenleitner J.	2011-11	f			
ZOBO00032277	xQ		accepted	species	Ancistrocerus melanurus	Morawitz, 1889							Gusenleitner J.	2011-11	f			
ZOBO00063121	xQ		accepted	species	Ancistrocerus microcynoeca	Schrottky, 1911							Gusenleitner J.	2011-11	f			
135	ZOBO00010049		synonym	species	Ancistrocerus moeschleri	Blüthgen, 1938									f			
ZOBO00032279	xQ		accepted	species	Ancistrocerus mongolicus	Kostylev, 1940							Gusenleitner J.	2011-11	f			
ZOBO00037098	xQ		accepted	species	Ancistrocerus montuosus	Gusenleitner, 1993							Gusenleitner J.	2011-11	f			
ZOBO00032280	xQ		accepted	species	Ancistrocerus morator	Gusenleitner, 1987							Gusenleitner J.	2011-11	f			
76	ZOBO00018096		synonym	species	Ancistrocerus nearcticus	Cameron, 1906									f			
84	ZOBO00032217		synonym	species	Ancistrocerus neocallosus	Bequard, 1943									f			
ZOBO00032620	xMU		accepted	species	Argentozethus willinki	Stange, 1979							Gusenleitner J.	2011-11	f			
ZOBO00063123	xQ		accepted	species	Ancistrocerus nigricapitus	Sonan, 1939							Gusenleitner J.	2011-11	f			
104	ZOBO00032276		ambiguous synonym	species	Ancistrocerus nigricornis	Morawitz, 1889									f			
521	ZOBO00032713		synonym	species	Ancistrocerus nitidissimus	Giordani Soika, 1936									f			
116	ZOBO00010050		synonym	species	Ancistrocerus nominalis	Faester, 1961									f			
87	ZOBO00032221		synonym	species	Ancistrocerus ormsbyensis	Cameron, 1905									f			
ZOBO00037140	ZOBO00010052		accepted	subspecies	Ancistrocerus oviventris caucasicus	Gusenleitner, 1994							Gusenleitner J.	2011-11	f			
ZOBO00032287	ZOBO00010052		accepted	subspecies	Ancistrocerus oviventris siculus	Blüthgen, 1955							Gusenleitner J.	2011-11	f			
ZOBO00032288	xQ		accepted	species	Ancistrocerus pakistanus	Giordani Soika, 1986							Gusenleitner J.	2011-11	f			
ZOBO00032289	xQ		accepted	species	Ancistrocerus paracallosus	Bequard, 1943							Gusenleitner J.	2011-11	f			
817	ZOBO00033302		synonym	species	Ancistrocerus parazairensis	Giordani Soika, 1934									f			
1198	ZOBO00034456		synonym	species	Ancistrocerus parvispinosus	Cameron, 1906									f			
ZOBO00064476	xQ		accepted	species	Ancistrocerus pelias	Cameron, 1908							Gusenleitner J.	2011-11	f			
819	ZOBO00033303		synonym	species	Ancistrocerus pharao	(de Saussure, 1863)									f			
ZOBO00037333	xQ		accepted	species	Ancistrocerus philippinus	Giordani Soika, 1996							Gusenleitner J.	2011-11	f			
1586	ZOBO00153431		synonym	species	Ancistrocerus phoenixensis	Cameron, 1908									f			
97	ZOBO00018095		synonym	species	Ancistrocerus pictipes	Thomson, 1874									f			
ZOBO00032291	xQ		accepted	species	Ancistrocerus pilosus	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00032292	ZOBO00032291		accepted	subspecies	Ancistrocerus pilosus ecuadorianus	Berton, 1918							Gusenleitner J.	2011-11	f			
109	ZOBO00018097		synonym	species	Ancistrocerus polonica	Blüthgen, 1952									f			
ZOBO00032293	xQ		accepted	species	Ancistrocerus raddei	Kostylev, 1940							Gusenleitner J.	2011-11	f			
ZOBO00032294	xQ		accepted	species	Ancistrocerus reconditus	Gusenleitner, 1983							Gusenleitner J.	2011-11	f			
ZOBO00032295	ZOBO00032294		accepted	subspecies	Ancistrocerus reconditus nigrescens	Gusenleitner, 1983							Gusenleitner J.	2011-11	f			
